source_id,relative_path,sha256,confirmed_role,work_family,edition_status,segmentation_eligibility,metadata_status,decision_basis,evidence_locator,review_status,issue_codes
SRC-491142c01d14aea9,final/uni-tehran/episode-29.md,db3f3064d2aa048c3ec7b115a3e0578a7cb9eb4013a0fd86be25944fd226c6b4,فایل ماهوی,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/uni-tehran/episode-29.md]؛ final/uni-tehran/episode-29.md:1,تأییدشده,INSUFFICIENT_METADATA;VIDEO_COUNTERPART_ABSENT
SRC-e1b18a6975406b10,final/uni-tehran/episode-30.md,b0444928951fd59192d465974f9472462ea319f697d36f6577cb5210bd5a3082,فایل ماهوی,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/uni-tehran/episode-30.md]؛ final/uni-tehran/episode-30.md:1,تأییدشده,INSUFFICIENT_METADATA;VIDEO_COUNTERPART_ABSENT
SRC-ee169d36d866a55f,final/uni-tehran/episode-31.md,3e7d9da17b2ba67b6b03dfbe6b623682e6bf49e293500b509317882029ae65c3,فایل ماهوی,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/uni-tehran/episode-31.md]؛ final/uni-tehran/episode-31.md:1,تأییدشده,INSUFFICIENT_METADATA;VIDEO_COUNTERPART_ABSENT
SRC-aced6c1be629d70b,final/uni-tehran/episode-32.md,9477b5293a1d745420124984802f1bb1b4ebec1694e64bcbe5c8cb2f4427a327,فایل ماهوی,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/uni-tehran/episode-32.md]؛ final/uni-tehran/episode-32.md:1,تأییدشده,INSUFFICIENT_METADATA;VIDEO_COUNTERPART_ABSENT
SRC-2ba7b80588080ac4,final/uni-tehran/episode-33.md,96162449f7aaaaa7ede618b67cb12d953e7dcc5af95c71d817582ca5aba1ad82,فایل ماهوی,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/uni-tehran/episode-33.md]؛ final/uni-tehran/episode-33.md:1,تأییدشده,INSUFFICIENT_METADATA;VIDEO_COUNTERPART_ABSENT
SRC-7385cf77a306a782,final/uni-tehran/episode-34.md,bd3237c271cd9c47cf8b677fc3109cd981e3684412aebf65d4fb05774b1c6de6,فایل ماهوی,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/uni-tehran/episode-34.md]؛ final/uni-tehran/episode-34.md:1,تأییدشده,INSUFFICIENT_METADATA;VIDEO_COUNTERPART_ABSENT
SRC-35de5fbb31905676,final/uni-tehran/episode-35.md,6c14c1ecd5c128042f153faee18744b1693ea1996522b138589009d94faa7942,فایل ماهوی,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/uni-tehran/episode-35.md]؛ final/uni-tehran/episode-35.md:1,تأییدشده,INSUFFICIENT_METADATA;VIDEO_COUNTERPART_ABSENT
SRC-0f11f2a81676da5a,final/uni-tehran/episode-36.md,35cf424d385ede0eb976678947672ea01db0d0361a4b0e50714918553de6a687,فایل ماهوی,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/uni-tehran/episode-36.md]؛ final/uni-tehran/episode-36.md:1,تأییدشده,INSUFFICIENT_METADATA;VIDEO_COUNTERPART_ABSENT
SRC-8dc6bc7b4e5b1cd3,final/uni-tehran/episode-37.md,50a24ea9a24e230e403c6525b27e09cf9198d57698446a292cd50da384a3f73f,فایل ماهوی,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/uni-tehran/episode-37.md]؛ final/uni-tehran/episode-37.md:1,تأییدشده,INSUFFICIENT_METADATA;VIDEO_COUNTERPART_ABSENT
SRC-a7409dfeb2885487,final/uni-tehran/episode-38.md,c1db091156dcc44de4e8591cc34c12d4b2cd7d69a463fcc93aa633441fdf7d64,فایل ماهوی,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/uni-tehran/episode-38.md]؛ final/uni-tehran/episode-38.md:1,تأییدشده,INSUFFICIENT_METADATA;VIDEO_COUNTERPART_ABSENT
SRC-373526d70f1c13d6,final_book/human_review/chapter_05/OPEN_FOR_USER/01_CHAPTER05_MACHINE_VS_ORIGINAL.md,b404454efb911802a46cb7a2fcb59cb14423ae584888efe8d04e31b3300c35ce,کپی دسترسی بازبینی,بازبینی انسانی فصل ۵,کپی دسترسی از متن کاری,غیرواجد,قابل استنتاج از شواهد داخلی,README همان پوشه و راهنمای ریشه این مسیر را کپی برای دسترسی انسانی معرفی می‌کنند.,final_book/human_review/chapter_05/OPEN_FOR_USER/README.md:1-12؛ CHAPTER05_REVIEW_README.md:3-9,تأییدشده,INSUFFICIENT_METADATA
SRC-ae8dcbd5db7a3bf0,final_book/human_review/chapter_05/OPEN_FOR_USER/02_BOOK02_ORIGINAL_EXTRACT.md,cbcac5310fef1a43149fcce98dc90ec39a95daf1a156ac6e5ba0e32b55c2c10c,تکرار قطعی,بازبینی انسانی فصل ۵,کپی بایتی از مشتق غیرمرجع,غیرواجد,قابل استنتاج از شواهد داخلی,SHA-256 برابر در گروه DUP-001 و README پوشه آن را کپی دسترسی معرفی می‌کند.,inventory-audit/inventory.csv duplicate_group=DUP-001؛ final_book/human_review/chapter_05/OPEN_FOR_USER/README.md:1-12,تأییدشده,INSUFFICIENT_METADATA
SRC-c1f1e3fb957479a8,final_book/human_review/chapter_05/OPEN_FOR_USER/README.md,251ef35ee50327685742af01dbe76b18c05bf0b21195ddd55fbab1671bf86bf7,راهنمای بازبینی,بازبینی انسانی فصل ۵,راهنمای دسترسی,غیرواجد,قابل استنتاج از شواهد داخلی,فهرست فایل‌های بازبینی و رابطه کپی‌های دسترسی را توضیح می‌دهد.,final_book/human_review/chapter_05/OPEN_FOR_USER/README.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE
SRC-38d97b242808a85b,governance/locks/ARTICLE_CORPUS_FINAL.json,fbe4308d9e63a79d86a9fc36910d5f17fe1536439e4470b90e92fcb06128cd07,سند قفل پیکره,راهبری مخزن,رکورد Canonical قفل‌شده,غیرواجد,قابل استنتاج از شواهد داخلی,JSON وضعیت FINAL_LOCKED، ریشه‌های مرجع و سیاست تغییر را ثبت می‌کند.,governance/locks/ARTICLE_CORPUS_FINAL.json:1,تأییدشده,INSUFFICIENT_METADATA
SRC-0582c25be141e8ec,governance/locks/BOOK_CORPUS_FINAL.json,92bdaf9669aaf0263d6e2f63a08ec82fecdc0b8d70b95156770c92295bf23dd7,سند قفل پیکره,راهبری مخزن,رکورد Canonical قفل‌شده,غیرواجد,قابل استنتاج از شواهد داخلی,JSON وضعیت FINAL_LOCKED، ریشه‌های مرجع و سیاست تغییر را ثبت می‌کند.,governance/locks/BOOK_CORPUS_FINAL.json:1,تأییدشده,INSUFFICIENT_METADATA
SRC-51c406a2fb6ef917,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json,07c448b2c3784a89083999adee4e8407baa5651dbfc5d6897f85e8f5d02c4271,سند قفل پیکره,راهبری مخزن,رکورد Canonical قفل‌شده,غیرواجد,قابل استنتاج از شواهد داخلی,JSON وضعیت FINAL_LOCKED، ریشه‌های مرجع و سیاست تغییر را ثبت می‌کند.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json:1,تأییدشده,INSUFFICIENT_METADATA
SRC-fcdb27c511f466c4,reports/articles/FINAL_CORPUS_AUDIT.md,1765f9689981639e4a3386910c9f1354e7ed0f16b743b9f7919308ee20444131,گزارش ممیزی پیکره,راهبری و ممیزی,گزارش پشتیبان تصمیم,غیرواجد,قابل استنتاج از شواهد داخلی,محتوا نتیجه ممیزی، شمارش و محدودیت منابع را ثبت می‌کند؛ متن ماهوی کتاب نیست.,reports/articles/FINAL_CORPUS_AUDIT.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-25c06c88580ffee9,reports/articles/SOURCE_REVIEW_ITEMS.md,3852d303fde37dcc6cf58bd4437838eae7718872cc392a50ad5bfcabd4610c50,گزارش ممیزی پیکره,راهبری و ممیزی,گزارش پشتیبان تصمیم,غیرواجد,قابل استنتاج از شواهد داخلی,محتوا نتیجه ممیزی، شمارش و محدودیت منابع را ثبت می‌کند؛ متن ماهوی کتاب نیست.,reports/articles/SOURCE_REVIEW_ITEMS.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-c445eb760afbe352,scripts/build_video_transcript_lock.py,ef22d7113c1e323f98735b9814db36e28eec22aebfd15881f792f228e70a4b30,کد,ابزار فنی پیکره,ابزار اجرایی,غیرواجد,قابل استنتاج از شواهد داخلی,محتوا کد/وابستگی ساخت و QA پیکره است و نثر منبع محسوب نمی‌شود.,scripts/build_video_transcript_lock.py:1,تأییدشده,INSUFFICIENT_METADATA
SRC-cffec2a02d8fecbc,tools/articles/bootstrap_source.py,0f8a00e075f0025b8c0ccf09d545ac739f2a6654de75adf30a6631a553a9c36c,کد,ابزار فنی پیکره,ابزار اجرایی,غیرواجد,قابل استنتاج از شواهد داخلی,محتوا کد/وابستگی ساخت و QA پیکره است و نثر منبع محسوب نمی‌شود.,tools/articles/bootstrap_source.py:1,تأییدشده,INSUFFICIENT_METADATA
SRC-a0eaf7f10f499e2e,tools/articles/build_article_corpus.py,5ba240618dadf762bfd4c0d719477a2ced32d322faa72896fcaadb31f379f13b,کد,ابزار فنی پیکره,ابزار اجرایی,غیرواجد,قابل استنتاج از شواهد داخلی,محتوا کد/وابستگی ساخت و QA پیکره است و نثر منبع محسوب نمی‌شود.,tools/articles/build_article_corpus.py:1,تأییدشده,INSUFFICIENT_METADATA
SRC-9984795fa7598313,tools/articles/fetch_article_assets.py,202817368dcf98cb26995a5311f8af2a2e0efda96675c1fc275d433bd58ce3ac,کد,ابزار فنی پیکره,ابزار اجرایی,غیرواجد,قابل استنتاج از شواهد داخلی,محتوا کد/وابستگی ساخت و QA پیکره است و نثر منبع محسوب نمی‌شود.,tools/articles/fetch_article_assets.py:1,تأییدشده,INSUFFICIENT_METADATA
SRC-566f3e2a9fb2fa5a,tools/articles/merge_pdf_shards.py,09dacbaae51b4b16c404be56d890229c7ef94b7f30abd1ef302e82067f3f0222,کد,ابزار فنی پیکره,ابزار اجرایی,غیرواجد,قابل استنتاج از شواهد داخلی,محتوا کد/وابستگی ساخت و QA پیکره است و نثر منبع محسوب نمی‌شود.,tools/articles/merge_pdf_shards.py:1,تأییدشده,INSUFFICIENT_METADATA
SRC-8860ede5331eaa9a,tools/articles/qa_article_corpus.py,9010e028ba9dd6416b4edd901edc59bbaf0e3fadd011aa11ac0000d9f5351a81,کد,ابزار فنی پیکره,ابزار اجرایی,غیرواجد,قابل استنتاج از شواهد داخلی,محتوا کد/وابستگی ساخت و QA پیکره است و نثر منبع محسوب نمی‌شود.,tools/articles/qa_article_corpus.py:1,تأییدشده,INSUFFICIENT_METADATA
SRC-ebc3ad83e055151e,tools/articles/render_article_qa.py,4461ec1768bd444a6b1d444a0129a691021c18a60a872b3876d7d6607f1ab8dd,کد,ابزار فنی پیکره,ابزار اجرایی,غیرواجد,قابل استنتاج از شواهد داخلی,محتوا کد/وابستگی ساخت و QA پیکره است و نثر منبع محسوب نمی‌شود.,tools/articles/render_article_qa.py:1,تأییدشده,INSUFFICIENT_METADATA
SRC-ce6d25455161dc1c,tools/articles/requirements.txt,000f72156bf5983d263507c7bef94374232b989889dc39d9f18aa57e4be93833,دارایی فنی,ابزار فنی پیکره,ابزار اجرایی,غیرواجد,قابل استنتاج از شواهد داخلی,محتوا کد/وابستگی ساخت و QA پیکره است و نثر منبع محسوب نمی‌شود.,tools/articles/requirements.txt:1,تأییدشده,INSUFFICIENT_METADATA
